timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
86052,11.27,-6.10,18.91,0.66,7.44,1.13
86087,9.98,-7.41,20.40,0.44,7.48,0.79
86122,7.87,-1.78,23.20,0.34,7.55,0.38
86157,5.52,-4.59,23.57,0.44,7.54,0.16
86192,3.56,-2.12,25.99,0.67,7.51,0.35
86227,0.75,-4.12,25.10,0.83,7.48,0.45
86262,-1.20,-3.54,23.38,0.84,7.42,0.58
86297,-4.43,-8.64,21.72,0.46,7.33,1.09
86332,-4.46,-6.02,18.16,-0.22,7.31,1.34
86368,-6.52,0.85,17.07,-0.87,7.19,1.13
86402,-6.47,2.57,15.40,-1.16,7.17,0.71
86437,-11.66,4.38,18.42,-1.05,7.36,0.41
86472,-12.84,6.12,18.40,-0.20,7.79,0.61
86507,-6.74,1.03,12.29,0.51,7.94,1.06
86542,-0.36,-3.62,6.25,0.75,7.67,1.30
86577,1.26,-0.65,5.46,0.72,7.35,1.15
86612,-1.72,0.11,4.99,0.80,7.27,1.03
86647,-1.12,2.32,5.34,1.01,7.50,0.95
86682,3.70,3.26,8.22,1.27,7.73,0.98
86717,9.62,2.08,9.51,1.71,7.83,0.88
86752,10.21,1.39,11.49,2.12,7.77,0.98
86787,9.69,-0.39,14.16,2.29,7.80,1.34
86823,10.29,-4.65,15.90,2.31,7.93,1.76
86857,11.23,-5.65,20.19,2.27,8.16,2.23
86892,9.33,-10.01,23.91,1.98,8.43,2.57
86926,8.93,-8.54,28.93,1.56,8.55,2.68
86961,5.11,-11.02,27.96,1.19,8.61,2.71
86996,2.25,-10.33,32.37,0.84,8.73,2.75
87031,-1.48,-10.16,32.36,0.58,8.73,2.58
87066,-3.60,-8.16,30.92,0.24,8.73,2.45
87101,-6.51,-6.23,30.24,0.01,8.73,2.19
87136,-5.29,-4.76,25.44,-0.25,8.73,1.92
87171,-7.62,-0.61,22.64,-0.34,8.73,1.53
87206,-7.01,1.07,20.05,-0.18,8.73,1.23
87241,-4.29,1.52,16.87,0.11,8.73,1.06
87276,-1.46,-0.19,14.39,0.36,8.73,1.05
87316,0.80,0.08,15.14,0.57,8.73,1.10
87352,5.89,-3.60,14.35,0.71,8.73,1.30
87387,8.98,-4.51,14.90,0.71,8.73,1.45
87421,10.26,-7.32,15.83,0.56,8.73,1.56
87456,11.16,-8.56,19.54,0.24,8.73,1.53
87491,11.31,-6.66,22.64,0.28,8.73,1.37
87526,11.59,-3.55,25.54,0.59,8.73,1.35
87561,10.81,-4.93,28.60,0.85,8.73,1.58
87596,8.04,-7.04,31.00,1.00,8.73,1.93
87631,5.54,-9.08,32.63,0.99,8.73,2.20
87666,2.48,-8.88,34.34,0.84,8.73,2.28
87701,-1.22,-8.52,34.55,0.72,8.73,2.21
