timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
5681,8.84,-3.20,3.73,0.26,-0.00,-0.00
5716,8.82,-2.96,3.73,0.26,-0.00,-0.00
5751,8.83,-3.06,3.75,0.26,-0.00,0.01
5786,8.84,-3.06,3.77,0.26,-0.00,0.01
5821,8.85,-3.05,3.76,0.26,-0.00,0.01
5856,8.85,-3.08,3.73,0.26,-0.00,0.01
5891,8.83,-3.13,3.74,0.26,-0.00,0.01
5926,8.88,-3.10,3.76,0.26,-0.00,0.00
5961,8.82,-3.13,3.73,0.26,-0.00,0.00
5996,8.83,-3.07,3.74,0.26,-0.00,-0.00
6031,8.85,-3.06,3.76,0.26,-0.00,-0.00
6066,8.82,-3.02,3.78,0.26,-0.00,-0.00
6106,8.82,-3.05,3.74,0.26,-0.00,0.00
6140,8.86,-3.05,3.78,0.26,-0.00,0.01
6175,8.85,-3.05,3.77,0.26,-0.00,0.01
6211,8.84,-3.05,3.74,0.26,-0.00,0.01
6245,8.85,-3.12,3.76,0.26,-0.00,0.01
6280,8.83,-3.09,3.75,0.26,-0.00,0.01
6315,8.84,-3.12,3.74,0.26,-0.00,0.00
6350,8.84,-3.12,3.72,0.26,-0.00,0.00
6385,8.85,-3.08,3.77,0.26,-0.00,-0.00
6420,8.84,-3.06,3.71,0.26,-0.00,-0.00
6455,8.83,-3.07,3.76,0.26,-0.00,-0.00
6490,8.87,-3.02,3.75,0.26,-0.00,0.00
6525,8.83,-3.02,3.73,0.26,-0.00,0.01
6560,8.81,-3.05,3.74,0.26,-0.00,0.01
6595,8.83,-3.08,3.74,0.26,-0.00,0.01
6629,8.85,-3.10,3.78,0.26,-0.00,0.01
6664,8.82,-3.11,3.76,0.26,-0.00,0.01
6699,8.82,-3.12,3.72,0.26,-0.00,0.00
6734,8.83,-3.10,3.74,0.26,-0.00,-0.00
6769,8.85,-3.07,3.77,0.26,-0.00,-0.00
6804,8.81,-3.05,3.75,0.26,-0.00,0.00
6838,8.81,-3.07,3.75,0.26,-0.00,0.00
6873,8.84,-3.03,3.74,0.26,-0.00,0.00
6908,8.82,-3.06,3.74,0.26,-0.00,0.01
6942,8.83,-3.08,3.75,0.26,-0.00,0.01
6977,8.84,-3.09,3.74,0.26,-0.00,0.01
7012,8.83,-3.10,3.77,0.26,-0.00,0.01
7046,8.82,-3.09,3.75,0.26,-0.00,0.00
7081,8.85,-3.08,3.75,0.26,-0.00,0.00
7115,8.84,-3.06,3.78,0.26,-0.00,0.00
7149,8.83,-3.08,3.74,0.26,-0.00,0.00
7184,8.83,-3.05,3.74,0.26,-0.00,0.00
7219,8.85,-3.06,3.75,0.26,-0.00,0.00
7254,8.84,-3.08,3.76,0.26,-0.00,0.01
7289,8.83,-3.08,3.76,0.26,-0.00,0.01
7324,8.83,-3.09,3.77,0.26,-0.00,0.01
7359,8.81,-3.09,3.77,0.26,-0.00,0.01
7394,8.84,-3.08,3.75,0.26,-0.00,0.00
7429,8.82,-3.11,3.74,0.26,-0.00,0.00
7464,8.85,-3.07,3.75,0.26,-0.00,0.00
7499,8.82,-3.09,3.76,0.26,-0.00,0.00
7534,8.82,-3.06,3.73,0.26,-0.00,0.00
7569,8.83,-3.06,3.74,0.26,-0.00,0.00
7604,8.84,-2.95,3.76,0.26,-0.00,0.01
7639,9.15,-0.76,4.36,0.39,-0.03,0.10
7674,8.87,-1.65,4.07,0.60,-0.09,0.24
7709,8.64,-3.20,3.52,0.68,-0.09,0.30
7744,8.39,-4.88,3.21,0.55,-0.03,0.24
7778,8.46,-4.38,3.28,0.39,0.03,0.14
7812,8.75,-4.03,3.84,0.27,0.06,0.05
7847,9.07,-1.76,4.57,0.32,0.01,0.07
7882,8.96,-3.01,4.21,0.50,-0.08,0.16
7917,8.48,-4.17,3.68,0.48,-0.08,0.13
7952,8.66,-4.24,3.54,0.37,-0.04,0.05
7987,8.54,-4.16,3.60,0.26,-0.00,-0.02
