timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
208601,10.39,-6.16,22.09,0.70,8.73,2.31
208636,11.39,-7.65,27.21,0.69,8.73,2.19
208671,14.48,-6.73,30.84,0.71,8.73,2.04
208706,14.55,-6.60,34.27,0.75,8.73,1.93
208741,12.69,-6.00,36.92,0.59,8.73,1.72
208776,8.78,-6.69,37.99,0.67,8.73,1.58
208811,5.79,-4.96,38.89,0.78,8.73,1.48
208847,2.32,-4.07,40.30,0.92,8.73,1.47
208881,-0.91,-7.64,37.80,0.99,8.73,1.53
208916,-4.31,-3.19,37.84,1.07,8.73,1.62
208951,-3.05,-4.38,33.28,0.96,8.73,1.56
208986,-7.38,-0.89,31.05,0.82,8.73,1.54
209021,-4.68,-2.43,27.92,1.11,8.73,1.46
209056,-3.94,2.13,24.35,1.16,8.73,1.28
209091,2.54,6.63,24.45,1.32,8.73,0.97
209126,5.37,6.53,23.76,1.71,8.73,0.82
209161,9.58,5.11,23.73,2.27,8.73,0.77
209196,11.08,0.96,25.14,2.44,8.73,1.20
209231,11.60,-6.32,28.41,2.43,8.73,1.80
209266,12.66,-8.10,31.81,2.07,8.73,2.23
209301,13.23,-9.85,36.72,1.85,8.73,2.41
209336,10.66,-9.31,40.61,1.55,8.73,2.48
209371,6.52,-11.08,42.00,1.36,8.73,2.43
209406,3.01,-8.40,42.48,1.28,8.73,2.29
209441,0.74,-8.04,40.69,1.39,8.73,2.17
209476,-4.13,-7.28,40.69,1.78,8.73,2.06
209511,-5.05,-7.82,36.64,1.98,8.73,2.23
209552,-7.48,-12.21,31.62,2.03,8.73,2.65
209586,-5.68,-13.10,27.53,1.76,8.73,2.85
209621,-3.33,-9.12,23.99,1.26,8.73,2.82
209656,-0.85,-7.47,22.63,0.99,8.73,2.53
209691,3.65,-5.65,23.23,0.89,8.73,2.30
209726,7.58,-5.12,23.42,1.01,8.73,2.09
209761,11.27,-0.83,26.75,1.22,8.73,1.93
209796,14.04,-3.39,29.25,1.28,8.73,1.91
209832,14.20,-5.79,32.58,1.32,8.73,1.99
209866,12.45,-8.87,35.25,1.27,8.73,2.03
209901,10.50,-9.06,37.70,1.18,8.73,1.90
209936,8.18,-5.20,39.86,1.12,8.73,1.75
209971,4.33,-6.53,40.98,1.20,8.73,1.65
210006,0.05,-8.49,43.01,1.30,8.73,1.74
210041,-3.35,-6.70,40.96,1.48,8.73,1.82
210075,-5.91,-5.98,38.61,1.44,8.73,1.96
210110,-4.89,-7.32,32.57,1.51,8.73,2.13
210145,-5.07,-8.52,28.17,1.44,8.73,2.30
210180,-5.21,-9.44,24.84,1.38,8.73,2.45
210215,-1.23,-7.69,23.30,1.19,8.73,2.46
210250,2.36,-5.07,22.91,1.01,8.73,2.38
210285,7.48,-3.78,23.07,1.00,8.73,2.25
210321,10.55,-4.26,23.98,0.96,8.73,2.19
210355,12.92,-7.19,27.20,0.97,8.73,2.19
210390,13.18,-6.59,30.08,0.97,8.73,2.17
210425,12.93,-7.09,33.19,0.94,8.73,2.09
210461,11.86,-5.48,37.14,0.83,8.73,2.05
210496,8.84,-9.09,39.47,0.83,8.73,1.98
210530,6.01,-7.65,41.35,0.88,8.73,1.93
210566,1.73,-5.59,42.43,0.98,8.73,1.81
210600,-1.36,-5.28,41.11,1.03,8.73,1.81
210635,-3.89,-7.01,37.01,1.10,8.73,1.83
210670,-5.98,-4.56,33.75,1.11,8.73,1.88
210705,-6.01,-4.65,30.66,1.16,8.73,1.88
210740,-3.25,-4.53,27.41,1.17,8.73,1.86
210775,-2.15,-0.31,24.17,1.10,8.73,1.80
210810,2.27,-1.91,23.38,1.14,8.73,1.74
210845,4.84,-1.52,21.37,1.25,8.73,1.65
210880,8.18,-1.80,21.85,1.45,8.73,1.67
210915,11.98,-0.65,25.95,1.58,8.73,1.80
210950,13.66,-4.87,28.66,1.60,8.73,2.02
210985,13.40,-7.79,32.05,1.50,8.73,2.22
211020,12.65,-10.30,35.15,1.42,8.73,2.33
211055,9.36,-7.44,37.52,1.25,8.73,2.35
211090,6.68,-8.57,39.61,1.08,8.73,2.23
211125,2.88,-8.23,41.03,1.08,8.73,2.16
211160,-0.12,-8.29,41.18,1.16,8.73,2.03
211195,-3.42,-6.49,39.10,1.35,8.73,2.00
