timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
298847,-3.63,-4.86,33.55,0.50,8.73,1.92
298881,-4.25,-2.45,30.59,0.60,8.73,1.75
298915,-5.31,-1.46,27.16,0.69,8.73,1.66
298950,-6.95,-2.42,23.94,0.90,8.73,1.71
298990,-4.60,-4.25,20.86,1.13,8.73,1.93
299025,-5.09,-4.04,18.37,1.07,8.73,2.01
299060,-2.42,-4.77,16.27,0.99,8.73,2.17
299095,0.69,-3.96,16.15,0.95,8.73,2.20
299130,3.87,-4.06,16.63,0.94,8.73,2.08
299165,8.94,-6.93,18.59,0.85,8.73,2.09
299200,10.25,-4.11,22.49,0.82,8.73,2.06
299234,11.75,-3.47,25.43,0.93,8.73,2.02
299269,12.60,-5.54,28.70,1.06,8.73,2.08
299304,11.35,-5.84,32.68,1.12,8.73,2.18
299339,8.87,-7.30,35.85,1.12,8.73,2.35
299374,6.25,-8.73,37.61,1.03,8.73,2.40
299409,2.07,-8.56,37.24,0.91,8.73,2.35
299444,-0.33,-6.17,36.38,0.80,8.73,2.20
299479,-3.35,-6.15,34.34,0.84,8.73,2.05
299514,-5.67,-5.44,32.13,0.77,8.73,2.00
299548,-7.26,-5.12,29.85,0.70,8.73,1.96
299583,-9.16,-3.71,27.98,0.59,8.73,1.91
299618,-5.74,-1.16,25.43,0.68,8.73,1.90
299653,-2.04,-4.39,21.69,0.72,8.73,1.97
299688,2.22,-6.69,19.85,0.74,8.73,2.15
299723,5.90,-5.46,19.20,0.56,8.73,2.28
299758,8.38,-6.85,20.01,0.39,8.73,2.22
299793,9.96,-6.28,22.75,0.34,8.73,2.07
299828,12.47,-2.06,26.60,0.48,8.73,1.85
299863,13.08,-4.11,30.31,0.64,8.73,1.80
299898,12.21,-6.07,34.00,0.82,8.73,1.74
299933,10.33,-4.97,36.70,0.88,8.73,1.71
299968,7.57,-7.28,39.25,0.92,8.73,1.69
300003,3.61,-6.54,39.91,1.08,8.73,1.65
300038,0.31,-4.32,41.00,1.31,8.73,1.58
300073,-3.17,-5.71,39.38,1.48,8.73,1.64
300108,-5.31,-6.47,36.69,1.73,8.73,1.82
300143,-7.41,-8.02,33.42,1.73,8.73,2.06
300178,-7.26,-7.62,29.94,1.71,8.73,2.34
300213,-4.61,-8.10,26.23,1.54,8.73,2.53
300248,-0.70,-8.75,23.19,1.37,8.73,2.61
300283,2.65,-6.50,21.97,1.16,8.73,2.55
300318,6.58,-4.81,23.83,1.09,8.73,2.39
300353,11.14,-2.68,24.92,1.26,8.73,2.26
300388,12.85,-4.31,27.60,1.35,8.73,2.27
300423,13.23,-4.93,31.75,1.43,8.73,2.37
300458,12.72,-7.75,34.50,1.36,8.73,2.53
300492,13.07,-10.72,37.56,1.16,8.73,2.58
300527,8.78,-7.79,39.85,0.96,8.73,2.57
300562,4.75,-9.02,39.98,0.79,8.73,2.56
300597,1.29,-6.65,40.85,0.61,8.73,2.45
300632,-2.04,-5.50,39.87,0.66,8.73,2.16
300667,-4.27,-5.36,38.04,0.76,8.73,1.99
300702,-5.08,-5.42,34.63,0.81,8.73,1.93
300737,-7.78,-2.91,33.32,0.93,8.73,1.93
300772,-4.58,-4.37,29.56,0.92,8.73,1.89
300807,-0.88,-3.27,24.82,0.98,8.73,1.82
300842,3.00,-2.37,22.45,1.04,8.73,1.74
300877,6.40,-1.76,22.65,1.14,8.73,1.71
300913,7.55,-2.23,22.94,1.26,8.73,1.74
300947,10.02,-4.75,25.14,1.28,8.73,1.85
300982,12.76,-6.99,30.11,1.16,8.73,1.97
301022,13.46,-7.24,35.07,1.08,8.73,2.01
301057,11.73,-8.23,38.58,1.10,8.73,2.06
301092,8.30,-8.51,41.06,1.08,8.73,2.05
301127,5.69,-8.70,41.82,1.10,8.73,2.09
301162,1.43,-7.84,42.65,1.12,8.73,2.05
301197,-2.33,-8.36,41.83,1.24,8.73,2.01
301232,-3.65,-6.91,38.26,1.30,8.73,2.07
301267,-4.08,-7.67,32.98,1.31,8.73,2.14
301302,-5.48,-6.14,29.55,1.32,8.73,2.24
301338,-4.39,-6.63,26.76,1.19,8.73,2.35
301372,-1.04,-6.65,24.09,1.10,8.73,2.25
301407,2.16,-4.28,24.07,1.04,8.73,2.11
301442,5.79,-2.93,23.93,1.14,8.73,1.96
301477,9.90,-1.34,25.36,1.31,8.73,1.90
301512,12.65,-3.93,27.76,1.42,8.73,1.95
301547,13.75,-4.76,30.58,1.49,8.73,2.05
301582,13.79,-6.13,34.28,1.45,8.73,2.22
301617,11.62,-9.54,37.36,1.31,8.73,2.30
301652,9.82,-7.99,40.59,1.16,8.73,2.26
301687,6.05,-8.14,42.59,1.05,8.73,2.15
301722,2.06,-7.86,43.34,1.08,8.73,1.97
301757,-0.56,-6.65,40.75,1.22,8.73,1.95
301792,-3.62,-6.65,38.04,1.22,8.73,1.99
301827,-3.09,-6.68,32.97,1.24,8.73,2.06
301862,-4.96,-5.94,29.37,1.12,8.73,2.09
301897,-5.12,-5.72,26.58,1.09,8.73,2.05
301932,-2.11,-3.43,24.89,1.05,8.73,2.06
301967,1.93,-5.47,22.94,1.04,8.73,2.07
302002,6.37,-4.51,22.97,1.01,8.73,2.16
302037,8.93,-7.12,22.82,0.94,8.73,2.22
302072,10.47,-6.37,24.47,0.97,8.73,2.18
302107,13.20,-8.02,28.49,0.99,8.73,2.13
302142,13.70,-4.83,33.24,1.03,8.73,2.14
302177,12.93,-6.52,36.89,1.12,8.73,2.33
302212,9.59,-8.36,39.24,1.05,8.73,2.43
302247,6.24,-9.53,40.64,0.91,8.73,2.50
302283,2.77,-8.68,42.20,0.75,8.73,2.46
302318,-0.18,-8.19,41.48,0.70,8.73,2.33
302352,-3.76,-6.13,40.51,0.73,8.73,2.15
302387,-5.91,-6.28,36.43,0.82,8.73,2.04
302422,-5.93,-4.84,32.03,0.91,8.73,2.02
302457,-5.46,-6.25,28.09,0.91,8.73,1.98
302492,-4.65,-3.50,25.14,0.94,8.73,1.93
302527,0.10,-2.69,24.37,0.95,8.73,1.84
302562,5.02,-2.70,24.41,1.05,8.73,1.79
302597,9.14,-1.87,23.75,1.15,8.73,1.82
302632,11.52,-5.27,26.09,1.36,8.73,1.81
302667,13.86,-4.01,29.34,1.49,8.73,1.92
302702,13.64,-6.77,31.88,1.56,8.73,2.10
302737,12.68,-10.42,35.04,1.49,8.73,2.24
302772,10.52,-8.51,38.23,1.30,8.73,2.28
302807,5.94,-9.15,39.54,1.12,8.73,2.22
302843,3.60,-8.61,40.72,1.02,8.73,2.19
302877,0.05,-8.71,41.66,0.99,8.73,2.22
302912,-3.52,-7.64,39.99,0.91,8.73,2.20
302947,-5.74,-6.86,36.60,0.84,8.73,2.15
302983,-5.77,-6.32,32.64,0.80,8.73,2.11
303018,-5.78,-5.23,29.27,0.80,8.73,2.05
303057,-2.58,-5.07,25.81,0.81,8.73,2.02
303092,0.04,-5.13,23.38,0.81,8.73,1.99
303128,4.21,-5.26,23.47,0.77,8.73,2.00
303162,7.73,-4.67,23.22,0.81,8.73,1.90
303197,11.05,-5.12,24.04,0.81,8.73,1.86
303232,13.05,-5.12,28.22,0.85,8.73,1.80
303267,13.58,-4.92,31.41,0.90,8.73,1.74
303302,13.27,-7.09,34.30,0.95,8.73,1.70
303337,11.04,-5.55,37.34,1.04,8.73,1.72
303372,8.48,-7.86,38.69,1.10,8.73,1.80
303407,4.45,-7.77,39.86,1.15,8.73,1.93
303442,0.62,-7.46,41.13,1.18,8.73,1.97
303477,-2.44,-6.18,39.79,1.11,8.73,2.06
303512,-4.76,-6.46,36.80,1.09,8.73,2.08
303547,-4.78,-6.06,32.54,1.00,8.73,2.11
303582,-5.19,-3.57,28.40,0.92,8.73,2.04
303617,-3.17,-2.87,26.20,0.77,8.73,1.93
303652,-2.28,-3.84,23.03,0.78,8.73,1.85
303687,1.69,-4.46,21.95,0.78,8.73,1.96
303722,5.95,-7.07,21.32,0.69,8.73,2.05
303757,9.28,-7.43,21.72,0.45,8.73,2.15
303792,11.58,-8.75,24.83,0.19,8.73,2.04
303827,13.23,-8.21,27.97,-0.01,8.73,1.82
303862,12.99,-5.05,31.98,0.04,8.73,1.47
303897,12.12,-2.67,35.98,0.27,8.73,1.29
303932,9.59,-4.02,39.20,0.55,8.73,1.27
303967,6.35,-4.71,40.32,0.81,8.73,1.42
304002,2.87,-6.13,40.80,0.90,8.73,1.66
304037,-0.75,-5.64,42.39,0.86,8.73,1.79
304072,-3.79,-5.99,40.18,0.89,8.73,1.82
304107,-5.75,-3.76,36.47,0.99,8.73,1.83
