timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
280279,10.70,-6.14,18.61,0.41,8.73,1.85
280315,11.79,-4.31,21.63,0.36,8.73,1.73
280349,13.15,-5.44,23.90,0.36,8.73,1.59
280384,12.87,-4.13,27.22,0.44,8.73,1.45
280419,11.29,-4.17,29.97,0.60,8.73,1.36
280454,8.89,-4.12,32.57,0.75,8.73,1.28
280489,5.63,-3.26,33.32,0.81,8.73,1.31
280524,3.20,-5.17,36.08,0.90,8.73,1.49
280559,0.86,-5.54,32.77,0.96,8.73,1.62
280594,-4.77,-6.75,34.06,0.72,8.73,1.86
280629,-4.88,-2.74,31.57,0.93,8.73,1.78
280664,-7.19,-2.55,29.50,1.03,8.73,1.88
280699,-7.43,-3.63,24.99,1.50,8.73,2.10
280739,-7.13,-7.51,19.93,1.54,8.73,2.46
280774,-3.72,-7.84,17.01,1.39,8.73,2.63
280809,-0.03,-7.25,15.38,1.12,8.73,2.53
280844,3.33,-4.82,15.66,0.92,8.73,2.40
280879,5.81,-4.39,15.89,0.89,8.73,2.19
280914,9.80,-2.44,19.03,0.91,8.73,2.06
280949,11.13,-2.70,21.08,1.04,8.73,2.04
280984,11.83,-5.13,23.22,1.02,8.73,2.10
281019,12.76,-4.89,27.65,1.02,8.73,2.19
281054,11.15,-7.84,30.99,1.03,8.73,2.33
281089,8.59,-6.18,32.98,0.82,8.73,2.28
281124,6.41,-7.36,33.80,0.60,8.73,2.04
281160,3.16,-6.61,36.20,0.53,8.73,1.83
281194,0.10,-3.10,35.19,0.74,8.73,1.43
281229,-2.11,-5.43,31.90,1.02,8.73,1.30
281264,-6.09,-6.39,31.40,0.95,8.73,1.47
281299,-7.24,-4.08,28.50,0.69,8.73,1.46
281334,-6.54,0.07,24.24,0.46,8.73,1.24
281369,-4.16,3.10,21.04,0.38,8.73,0.83
281404,-3.60,4.42,18.32,0.54,8.73,0.49
281439,-1.23,6.33,17.59,0.92,8.73,0.41
281474,-1.83,2.53,16.05,1.24,8.73,0.63
281509,4.07,-3.40,16.48,1.33,8.73,1.18
281544,9.12,-5.71,17.33,1.20,8.73,1.54
281579,10.69,-3.95,19.35,1.15,8.73,1.65
281614,11.74,-4.67,23.16,1.18,8.73,1.74
281649,13.06,-4.84,26.29,1.35,8.73,1.87
281684,12.20,-7.45,29.25,1.38,8.73,2.07
281719,9.22,-9.03,32.55,1.20,8.73,2.17
281754,7.50,-8.47,34.66,1.02,8.73,2.18
281789,3.90,-9.29,37.63,0.89,8.73,2.14
281825,0.13,-8.59,35.28,0.83,8.73,2.00
281859,-2.29,-7.02,34.70,0.80,8.73,1.94
281894,-4.80,-7.39,33.17,0.76,8.73,1.91
281929,-6.53,-7.14,29.14,0.58,8.73,1.88
281964,-5.49,-3.03,26.23,0.43,8.73,1.69
281999,-3.34,-0.74,22.81,0.49,8.73,1.52
282034,-2.44,-1.08,19.03,0.66,8.73,1.49
282070,-1.51,-1.40,17.97,0.85,8.73,1.54
282104,1.65,-4.49,17.11,0.93,8.73,1.59
282139,6.23,-4.98,16.18,0.97,8.73,1.69
282174,8.62,-1.78,17.06,1.12,8.73,1.73
282209,10.43,-0.15,23.35,1.43,8.73,1.77
282244,12.73,-3.58,25.09,1.76,8.73,1.96
282279,12.22,-5.26,28.64,1.91,8.73,2.30
282314,12.46,-10.35,31.72,1.82,8.73,2.69
282348,8.24,-11.57,34.69,1.48,8.73,2.83
282384,6.89,-10.14,37.21,1.00,8.73,2.58
282419,2.04,-10.41,38.51,0.80,8.73,2.42
282453,-0.01,-8.91,37.34,0.72,8.73,2.28
282488,-3.98,-7.10,34.85,0.55,8.73,2.14
282523,-5.81,-6.47,31.99,0.56,8.73,1.97
282558,-6.79,-5.60,27.84,0.43,8.73,1.75
282593,-6.19,-1.40,26.33,0.35,8.73,1.49
282628,-8.33,-1.51,23.14,0.51,8.73,1.28
282663,-6.30,0.85,21.16,0.74,8.73,1.19
282698,1.07,-1.17,20.68,1.02,8.73,1.23
282732,5.82,-1.88,19.89,1.27,8.73,1.26
282772,10.68,-2.70,20.99,1.47,8.73,1.46
282807,12.23,-0.06,25.21,1.74,8.73,1.61
282842,13.01,-4.65,26.95,2.03,8.73,1.93
282877,13.53,-9.83,29.72,2.06,8.73,2.28
282912,13.83,-12.68,35.20,1.88,8.73,2.62
282947,8.11,-10.79,37.59,1.49,8.73,2.82
282982,6.24,-13.01,37.21,1.17,8.73,2.97
283016,1.44,-13.66,39.13,0.82,8.73,2.93
283050,-1.26,-10.35,39.37,0.45,8.73,2.91
283084,-4.96,-7.70,39.13,-0.05,8.73,2.75
283119,-6.13,-6.47,34.47,-0.11,8.73,2.35
283154,-7.06,-2.02,30.90,-0.08,8.73,1.97
283189,-1.18,-3.20,25.95,0.11,8.73,1.67
283224,-1.32,0.74,23.43,0.42,8.73,1.56
283259,0.62,-0.70,21.59,0.61,8.73,1.44
283294,5.41,-0.08,21.87,0.79,8.73,1.33
283328,9.28,-1.74,21.66,0.96,8.73,1.35
283363,11.37,-3.16,25.16,1.35,8.73,1.35
283398,13.77,-4.36,26.84,1.57,8.73,1.48
283433,14.01,-5.59,31.10,1.58,8.73,1.68
283468,12.72,-7.97,34.07,1.51,8.73,1.91
283503,10.27,-9.62,36.03,1.45,8.73,2.02
283538,6.30,-9.14,37.95,1.36,8.73,2.08
283573,3.58,-9.42,37.91,1.20,8.73,2.16
283608,0.03,-9.68,35.85,1.12,8.73,2.18
283643,-4.10,-11.23,35.54,1.03,8.73,2.27
283678,-4.25,-7.66,32.39,1.03,8.73,2.21
283713,-7.13,-8.50,28.87,0.86,8.73,2.21
283748,-7.69,-7.53,26.36,0.76,8.73,2.18
283783,-4.20,-6.05,22.12,0.73,8.73,2.18
283818,-1.30,-4.19,18.82,0.69,8.73,2.10
283853,2.31,-4.66,16.82,0.64,8.73,1.98
283888,3.51,-4.31,16.72,0.57,8.73,1.86
283923,6.44,-3.50,17.98,0.61,8.73,1.70
283958,9.64,-2.86,18.21,0.65,8.73,1.64
283993,11.02,-2.61,23.02,0.82,8.73,1.56
284028,12.41,-3.51,25.45,0.97,8.73,1.53
284063,12.84,-4.95,27.52,1.04,8.73,1.55
284098,10.83,-6.68,31.40,1.06,8.73,1.58
284133,8.62,-5.83,33.75,1.04,8.73,1.46
284168,6.01,-5.99,34.36,1.10,8.73,1.42
284203,2.60,-5.59,37.01,1.18,8.73,1.40
284238,-0.82,-7.81,36.91,1.23,8.73,1.57
284273,-3.24,-6.21,35.73,1.24,8.73,1.67
284308,-5.40,-6.71,32.59,1.20,8.73,1.81
284343,-6.15,-5.10,28.26,1.15,8.73,1.82
284378,-5.15,-4.79,24.66,1.11,8.73,1.87
284413,-6.46,-3.00,21.16,1.21,8.73,1.94
284448,-3.07,-4.60,19.76,1.12,8.73,1.91
284483,2.43,-1.58,19.46,1.12,8.73,1.79
284518,6.00,2.50,18.34,1.30,8.73,1.39
284553,8.59,2.42,20.46,1.65,8.73,1.22
284588,11.03,-0.12,20.54,1.83,8.73,1.46
284623,11.69,-2.77,22.83,1.87,8.73,1.81
284658,6.59,-10.00,23.99,2.06,8.73,2.13
284693,11.06,-10.81,30.62,1.41,8.73,2.08
284728,13.25,-10.01,37.56,1.22,8.73,2.04
284762,8.87,-11.00,38.09,1.20,8.73,2.03
284801,4.62,-7.68,37.98,1.19,8.73,1.61
284835,1.37,-6.08,37.34,1.36,8.73,1.47
284870,-2.47,-7.66,37.33,1.38,8.73,1.63
284905,-4.26,-7.31,34.80,1.34,8.73,1.86
284940,-5.33,-7.78,30.30,1.05,8.73,1.96
284975,-6.39,-5.47,27.23,0.88,8.73,1.91
285010,-4.04,-1.20,25.29,0.82,8.73,1.77
285045,-2.79,-2.00,21.76,0.79,8.73,1.62
285080,-0.43,0.82,18.94,0.90,8.73,1.42
285115,2.79,1.18,21.92,1.06,8.73,1.35
285150,6.08,0.72,20.46,1.25,8.73,1.40
285185,9.17,-1.67,22.56,1.36,8.73,1.58
285219,12.04,-4.39,24.61,1.41,8.73,1.76
285253,12.66,-6.29,28.57,1.38,8.73,1.90
285288,13.22,-7.00,32.50,1.21,8.73,1.97
285322,11.58,-9.73,36.36,1.12,8.73,1.95
285357,9.10,-7.40,39.57,1.15,8.73,1.94
285392,5.02,-6.91,39.66,1.10,8.73,1.90
285427,1.54,-7.32,39.60,1.13,8.73,1.95
285462,-2.11,-8.96,37.78,1.22,8.73,1.96
285498,-4.18,-5.44,35.48,1.12,8.73,2.01
285532,-5.95,-6.28,31.22,1.05,8.73,2.03
285567,-6.11,-6.85,26.93,1.02,8.73,2.04
285602,-3.76,-2.88,24.51,1.00,8.73,1.99
285637,-2.39,-4.28,21.05,0.87,8.73,1.93
285672,-5.57,-4.92,20.48,0.85,8.73,1.81
285707,2.29,-5.25,21.72,0.83,8.73,1.93
285742,5.43,-5.32,20.45,0.69,8.73,1.99
285777,9.80,-8.56,23.70,0.67,8.73,1.94
285812,14.04,-5.67,28.74,0.42,8.73,1.87
285847,13.84,-5.88,32.29,0.42,8.73,1.71
285882,13.64,-8.00,34.06,0.48,8.73,1.55
285917,11.09,-5.43,37.14,0.70,8.73,1.42
285952,8.54,-4.33,39.66,0.84,8.73,1.50
285987,4.57,-6.75,40.51,0.99,8.73,1.69
286022,0.45,-7.73,41.04,1.03,8.73,1.74
286057,-2.00,-2.86,39.63,0.99,8.73,1.79
286092,-4.24,-6.88,34.56,0.94,8.73,1.83
286127,-5.36,-4.64,30.99,0.91,8.73,1.86
286162,-6.13,-3.66,27.55,0.96,8.73,1.79
286197,-6.32,-1.20,25.80,0.90,8.73,1.81
286232,0.39,-4.22,24.29,1.05,8.73,1.78
286267,4.29,-2.78,21.13,1.17,8.73,1.86
286302,6.04,-1.45,24.33,1.25,8.73,1.93
286337,10.13,-2.28,23.72,1.27,8.73,1.89
286372,11.17,-6.43,25.78,1.40,8.73,1.93
286407,12.60,-3.86,27.90,1.44,8.73,1.99
286441,13.83,-6.30,30.94,1.29,8.73,2.13
286475,11.74,-11.57,33.57,1.14,8.73,2.14
286509,10.17,-4.95,37.31,0.92,8.73,1.98
286544,6.88,-9.09,39.07,0.88,8.73,1.85
286579,3.81,-8.28,40.33,0.93,8.73,1.79
286614,0.41,-5.01,39.86,1.02,8.73,1.70
286649,-3.77,-9.51,41.02,0.86,8.73,1.92
286683,-3.81,-7.96,35.72,1.03,8.73,1.93
286718,-7.12,-6.14,33.25,0.96,8.73,1.88
286753,-4.39,-2.41,29.63,0.76,8.73,1.82
286788,-3.17,-2.68,25.09,0.79,8.73,1.82
286828,0.22,0.43,23.98,0.93,8.73,1.61
286863,4.09,-1.87,22.77,1.02,8.73,1.64
286898,5.94,-2.87,21.82,1.07,8.73,1.69
286933,9.26,-5.48,23.68,1.17,8.73,1.74
286968,12.48,-4.69,26.73,1.13,8.73,1.82
287003,12.95,-5.66,29.81,1.01,8.73,1.82
287038,13.01,-5.89,33.71,0.97,8.73,1.85
287073,12.00,-11.60,36.57,1.07,8.73,1.81
287108,9.31,-3.91,40.58,1.09,8.73,1.79
287143,4.98,-7.73,41.74,1.10,8.73,1.99
287177,0.81,-8.90,42.77,1.08,8.73,2.02
287213,-2.40,-8.10,40.73,1.06,8.73,1.97
287247,-4.49,-4.54,38.02,1.08,8.73,1.96
287281,-5.67,-5.63,34.03,0.98,8.73,1.96
287315,-5.14,-4.88,30.39,0.93,8.73,2.02
287350,-1.85,-6.30,26.25,0.95,8.73,1.98
287385,-0.31,-2.89,24.02,0.98,8.73,1.91
